domain,cohort,main_company_addition,market_scope,storefront_url,domain_created,domain_age_days,domain_age_source,rank_observations,latest_rank,latest_rank_date,rank_freshness_days,rank_source,traffic_basis_visits_model,current_monthly_visits_model,trailing30_visits_model,traffic_confidence,external_panel_minimum,external_panel_maximum,external_public_panels,cvr_low_assumption,cvr_base_assumption,cvr_high_assumption,aov_low_assumption,aov_base_assumption,aov_high_assumption,orders_base_model,gmv_low_model,gmv_base_model,gmv_high_model,commercial_caveat,catalog_coverage,catalog_refresh_mode,catalog_captured_at,catalog_confidence,catalog_extraction_methods,product_count,variant_offer_count,priced_offer_count,price_min,price_median,price_max,currency,reta_product_count,reta_variant_offer_count,visible_stock_records,visible_in_stock_rate,exact_quantity_records,catalog_caveat,ui_overall,ui_visual_polish,ui_mobile_usability,ui_product_clarity,ui_trust_presentation,ui_conversion_ux,ui_performance,ui_access_status,ui_confidence,ui_findings,ui_strongest_lesson,ui_biggest_failure,ui_scored_url,model_boundary
alphacarbonlabs.com,A,false,,https://alphacarbonlabs.com/,2025-09-24,306,https://rdap.verisign.com/com/v1/domain/ALPHACARBONLABS.COM,0,,,,https://rank.to/api/?d=alphacarbonlabs.com&n=30,,,,none,,,,1%,2%,3%,,,,,,,,Rank.to returned no rank history; traffic and revenue not modeled | Price clues are raw values parsed from a public page and may include variants/catalog/promotions,public_catalog_unresolved_unknown,archived,2026-07-28T01:57:22.714Z,unknown,,0,0,0,,,,,0,0,0,,0,"products.json returned HTTP 404 or non-catalog content | HTTP 200; expected a JSON array | fetch failed | No parseable public product offers found. | Prior UI state: blank. | No gate was accepted, no account was created, and no inventory was inferred. Duplicate public offers were removed. Blank and placeholder zero prices are excluded from price statistics. Exact quantity is retained only when a positive public quantity field is explicitly exposed. Stock is a point-in-time storefront signal, not sales or warehouse inventory.",,,,,,,,blank,,Both desktop and mobile navigations resolved to an empty white page. | No product page could be observed.,A branded error or maintenance state is better than a silent blank page.,The storefront renders no usable public interface.,https://alphacarbonlabs.com/,"Traffic and GMV are modeled, not measured. Catalog and stock are point-in-time public observations."
matteprotocol.com,B,false,,https://matteprotocol.com/,2026-05-06,82,https://rdap.org/domain/matteprotocol.com,0,,,,https://rank.to/api/?d=matteprotocol.com&n=30,,,,none,,,,1%,2%,3%,,,,,,,,"Rank.to returned no rank history, so traffic, orders, and GMV are intentionally not estimated.",gated_or_account_walled_unknown,archived,2026-07-28T01:57:24.110Z,unknown,,0,0,0,,,,,0,0,0,,0,"products.json returned HTTP 202 or non-catalog content | HTTP 202; expected a JSON array | No parseable public product offers found. | Prior UI state: browser-challenge. | No gate was accepted, no account was created, and no inventory was inferred. Duplicate public offers were removed. Blank and placeholder zero prices are excluded from price statistics. Exact quantity is retained only when a positive public quantity field is explicitly exposed. Stock is a point-in-time storefront signal, not sales or warehouse inventory.",2.4,4,3,1.5,2,1.5,2.5,browser-challenge,low,"A browser or connection-security interstitial replaced the storefront in both tested viewports. | Product clarity, trust, conversion, and timing could not be reliably evaluated without bypassing the challenge.",,,https://matteprotocol.com/,"Traffic and GMV are modeled, not measured. Catalog and stock are point-in-time public observations."
olympicpeptide.com,B,false,,https://olympicpeptide.com/,2024-09-20,675,https://rdap.org/domain/olympicpeptide.com,0,,,,https://rank.to/api/?d=olympicpeptide.com&n=30,,,,none,,,,1%,2%,3%,,,,,,,,"Rank.to returned no rank history, so traffic, orders, and GMV are intentionally not estimated.",public_catalog_unresolved_unknown,archived,2026-07-28T01:57:24.110Z,unknown,,0,0,0,,,,,0,0,0,,0,"products.json returned HTTP 202 or non-catalog content | HTTP 202; expected a JSON array | No parseable public product offers found. | Prior UI state: storefront-fallback. | No gate was accepted, no account was created, and no inventory was inferred. Duplicate public offers were removed. Blank and placeholder zero prices are excluded from price statistics. Exact quantity is retained only when a positive public quantity field is explicitly exposed. Stock is a point-in-time storefront signal, not sales or warehouse inventory.",6.5,7.5,8,4.5,4,7.5,7.8,storefront-fallback,medium,"The loaded page did not expose a clear Reta/product heading, purchase CTA. | No COA, batch, or laboratory-testing proof was visible. | Average observed DOM-ready time was 2683ms; performance scored 7.8/10.",,,https://olympicpeptide.com/,"Traffic and GMV are modeled, not measured. Catalog and stock are point-in-time public observations."
paradigmpeptides.is,B,false,,https://paradigmpeptides.is/,2025-02-26,516,https://rdap.org/domain/paradigmpeptides.is,0,,,,https://rank.to/api/?d=paradigmpeptides.is&n=30,,,,none,,,,1%,2%,3%,,,,,,,,"Rank.to returned no rank history, so traffic, orders, and GMV are intentionally not estimated.",gated_or_account_walled_unknown,archived,2026-07-28T01:57:24.110Z,unknown,,0,0,0,,,,,0,0,0,,0,"products.json returned HTTP 202 or non-catalog content | HTTP 202; expected a JSON array | No parseable public product offers found. | Prior UI state: browser-challenge. | No gate was accepted, no account was created, and no inventory was inferred. Duplicate public offers were removed. Blank and placeholder zero prices are excluded from price statistics. Exact quantity is retained only when a positive public quantity field is explicitly exposed. Stock is a point-in-time storefront signal, not sales or warehouse inventory.",2.5,4,3,2,2,1.5,2.5,browser-challenge,low,"A browser or connection-security interstitial replaced the storefront in both tested viewports. | Product clarity, trust, conversion, and timing could not be reliably evaluated without bypassing the challenge.",,,https://paradigmpeptides.is/,"Traffic and GMV are modeled, not measured. Catalog and stock are point-in-time public observations."
peptidelabsinc.com,C,false,,https://peptidelabsinc.com/,2025-09-26,303,https://rdap.verisign.com/com/v1/domain/peptidelabsinc.com,0,,,,https://rank.to/api/?d=peptidelabsinc.com&n=30,,,,none,,,,1%,2%,3%,,,,,,,,"Modeled, not measured. Rank.to is an order-of-magnitude traffic model; GMV scenarios multiply modeled visits by assumed conversion and AOV, before refunds, chargebacks, taxes, or costs. No Rank.to history does not mean zero traffic.",gated_public_catalog_unknown,archived,2026-07-28T01:41:14.037Z,low,,0,0,0,,,,,0,0,0,,0,"Anonymous GET terminated at a public browser/security gate (HTTP 202); no gate was crossed and catalog/pricing remain unknown. Duplicate public offers were removed. Blank and placeholder zero prices are excluded from price statistics. Exact quantity is retained only when a positive public quantity field is explicitly exposed. Stock is a point-in-time storefront signal, not sales or warehouse inventory.",2.5,4,3,2,2,1.5,2.5,browser-challenge,low,"A browser or connection-security interstitial replaced the storefront in both tested viewports. | Product clarity, trust, conversion, and timing could not be reliably evaluated without bypassing the challenge.",,,https://peptidelabsinc.com/,"Traffic and GMV are modeled, not measured. Catalog and stock are point-in-time public observations."
peptomiq.com,C,false,,https://peptomiq.com/,2026-01-13,194,https://rdap.verisign.com/com/v1/domain/peptomiq.com,0,,,,https://rank.to/api/?d=peptomiq.com&n=30,,,,none,,,,1%,2%,3%,,,,,,,,"Modeled, not measured. Rank.to is an order-of-magnitude traffic model; GMV scenarios multiply modeled visits by assumed conversion and AOV, before refunds, chargebacks, taxes, or costs. No Rank.to history does not mean zero traffic.",unresolved_transport_failure,archived,2026-07-28T01:41:14.037Z,low,,0,0,0,,,,,0,0,0,,0,"Anonymous GET could not reach a parseable public catalog (HTTP 0; TypeError: fetch failed); product, price, and inventory fields remain unknown. Duplicate public offers were removed. Blank and placeholder zero prices are excluded from price statistics. Exact quantity is retained only when a positive public quantity field is explicitly exposed. Stock is a point-in-time storefront signal, not sales or warehouse inventory.",0.5,1,1,0,0,0,1,blank-response,low,"Both tested viewports rendered blank or unusable first-load captures. | No public product hierarchy, trust cue, or conversion path was observable.",,,https://peptomiq.com/,"Traffic and GMV are modeled, not measured. Catalog and stock are point-in-time public observations."
purepeps.com,C,false,,https://purepeps.com/,2018-12-05,2790,https://rdap.verisign.com/com/v1/domain/purepeps.com,0,,,,https://rank.to/api/?d=purepeps.com&n=30,,,,none,,,,1%,2%,3%,,,,,,,,"Modeled, not measured. Rank.to is an order-of-magnitude traffic model; GMV scenarios multiply modeled visits by assumed conversion and AOV, before refunds, chargebacks, taxes, or costs. No Rank.to history does not mean zero traffic.",gated_public_catalog_unknown,archived,2026-07-28T01:41:14.037Z,low,,0,0,0,,,,,0,0,0,,0,"Anonymous GET terminated at a public browser/security gate (HTTP 202); no gate was crossed and catalog/pricing remain unknown. Duplicate public offers were removed. Blank and placeholder zero prices are excluded from price statistics. Exact quantity is retained only when a positive public quantity field is explicitly exposed. Stock is a point-in-time storefront signal, not sales or warehouse inventory.",2.5,4,3,2,2,1.5,2.5,browser-challenge,low,"A browser or connection-security interstitial replaced the storefront in both tested viewports. | Product clarity, trust, conversion, and timing could not be reliably evaluated without bypassing the challenge.",,,https://purepeps.com/,"Traffic and GMV are modeled, not measured. Catalog and stock are point-in-time public observations."
spusa-labs.com,C,false,,https://spusa-labs.com/,2026-01-17,190,https://rdap.verisign.com/com/v1/domain/spusa-labs.com,0,,,,https://rank.to/api/?d=spusa-labs.com&n=30,,,,none,,,,1%,2%,3%,,,,,,,,"Modeled, not measured. Rank.to is an order-of-magnitude traffic model; GMV scenarios multiply modeled visits by assumed conversion and AOV, before refunds, chargebacks, taxes, or costs. No Rank.to history does not mean zero traffic.",unresolved_transport_failure,archived,2026-07-28T01:41:14.037Z,low,,0,0,0,,,,,0,0,0,,0,"Anonymous GET could not reach a parseable public catalog (HTTP 0; TypeError: fetch failed); product, price, and inventory fields remain unknown. Duplicate public offers were removed. Blank and placeholder zero prices are excluded from price statistics. Exact quantity is retained only when a positive public quantity field is explicitly exposed. Stock is a point-in-time storefront signal, not sales or warehouse inventory.",0.5,1,1,0,0,0,1,blank-response,low,"Both tested viewports rendered blank or unusable first-load captures. | No public product hierarchy, trust cue, or conversion path was observable.",,,https://spusa-labs.com/,"Traffic and GMV are modeled, not measured. Catalog and stock are point-in-time public observations."
trypureonepeptides.com,C,false,,https://trypureonepeptides.com/,2026-01-29,178,https://rdap.verisign.com/com/v1/domain/trypureonepeptides.com,0,,,,https://rank.to/api/?d=trypureonepeptides.com&n=30,,,,none,,,,1%,2%,3%,,,,,,,,"Modeled, not measured. Rank.to is an order-of-magnitude traffic model; GMV scenarios multiply modeled visits by assumed conversion and AOV, before refunds, chargebacks, taxes, or costs. No Rank.to history does not mean zero traffic.",unresolved_transport_failure,archived,2026-07-28T01:41:14.037Z,low,,0,0,0,,,,,0,0,0,,0,"Anonymous GET could not reach a parseable public catalog (HTTP 0; TimeoutError: The operation was aborted due to timeout); product, price, and inventory fields remain unknown. Duplicate public offers were removed. Blank and placeholder zero prices are excluded from price statistics. Exact quantity is retained only when a positive public quantity field is explicitly exposed. Stock is a point-in-time storefront signal, not sales or warehouse inventory.",0.5,1,1,0,0,0,1,blank-response,low,"Both tested viewports rendered blank or unusable first-load captures. | The original captures timed out, and one bounded retry remained blank.",,,https://trypureonepeptides.com/,"Traffic and GMV are modeled, not measured. Catalog and stock are point-in-time public observations."
vigorpeptides.com,C,false,,https://vigorpeptides.com/,2023-07-21,1101,https://rdap.verisign.com/com/v1/domain/vigorpeptides.com,0,,,,https://rank.to/api/?d=vigorpeptides.com&n=30,,,,none,,,,1%,2%,3%,,,,,,,,"Modeled, not measured. Rank.to is an order-of-magnitude traffic model; GMV scenarios multiply modeled visits by assumed conversion and AOV, before refunds, chargebacks, taxes, or costs. No Rank.to history does not mean zero traffic.",gated_public_catalog_unknown,archived,2026-07-28T01:41:14.037Z,low,,0,0,0,,,,,0,0,0,,0,"Anonymous GET terminated at a public browser/security gate (HTTP 202); no gate was crossed and catalog/pricing remain unknown. Duplicate public offers were removed. Blank and placeholder zero prices are excluded from price statistics. Exact quantity is retained only when a positive public quantity field is explicitly exposed. Stock is a point-in-time storefront signal, not sales or warehouse inventory.",2.5,4,3,2,2,1.5,2.5,browser-challenge,low,"A browser or connection-security interstitial replaced the storefront in both tested viewports. | Product clarity, trust, conversion, and timing could not be reliably evaluated without bypassing the challenge.",,,https://vigorpeptides.com/,"Traffic and GMV are modeled, not measured. Catalog and stock are point-in-time public observations."
